Exch,ExchType,Scripcode,Name,Series,Expiry,CpType,Strikerate,WireCat,ISIN,Fullname,LotSize,AllowedToTrade,QtyLimit,Multiplier,Underlyer,Root,TickSize
N,D,55020,NIFTY 17 Nov 2022 CE 17900.00,XX,17-11-2022 14:30,CE,17900, ,NIFTY,NIFTY 17 Nov 2022 CE 17900.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55023,NIFTY 17 Nov 2022 PE 17900.00,XX,17-11-2022 14:30,PE,17900, ,NIFTY,NIFTY 17 Nov 2022 PE 17900.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55024,NIFTY 17 Nov 2022 CE 17950.00,XX,17-11-2022 14:30,CE,17950, ,NIFTY,NIFTY 17 Nov 2022 CE 17950.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55032,NIFTY 17 Nov 2022 PE 17950.00,XX,17-11-2022 14:30,PE,17950, ,NIFTY,NIFTY 17 Nov 2022 PE 17950.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55033,NIFTY 17 Nov 2022 CE 18000.00,XX,17-11-2022 14:30,CE,18000, ,NIFTY,NIFTY 17 Nov 2022 CE 18000.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55036,NIFTY 17 Nov 2022 PE 18000.00,XX,17-11-2022 14:30,PE,18000, ,NIFTY,NIFTY 17 Nov 2022 PE 18000.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55037,NIFTY 17 Nov 2022 CE 18050.00,XX,17-11-2022 14:30,CE,18050, ,NIFTY,NIFTY 17 Nov 2022 CE 18050.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55048,NIFTY 17 Nov 2022 PE 18050.00,XX,17-11-2022 14:30,PE,18050, ,NIFTY,NIFTY 17 Nov 2022 PE 18050.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55049,NIFTY 17 Nov 2022 CE 18100.00,XX,17-11-2022 14:30,CE,18100, ,NIFTY,NIFTY 17 Nov 2022 CE 18100.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55056,NIFTY 17 Nov 2022 PE 18100.00,XX,17-11-2022 14:30,PE,18100, ,NIFTY,NIFTY 17 Nov 2022 PE 18100.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55057,NIFTY 17 Nov 2022 CE 18150.00,XX,17-11-2022 14:30,CE,18150, ,NIFTY,NIFTY 17 Nov 2022 CE 18150.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55067,NIFTY 17 Nov 2022 PE 18150.00,XX,17-11-2022 14:30,PE,18150, ,NIFTY,NIFTY 17 Nov 2022 PE 18150.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55068,NIFTY 17 Nov 2022 CE 18200.00,XX,17-11-2022 14:30,CE,18200, ,NIFTY,NIFTY 17 Nov 2022 CE 18200.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55077,NIFTY 17 Nov 2022 PE 18200.00,XX,17-11-2022 14:30,PE,18200, ,NIFTY,NIFTY 17 Nov 2022 PE 18200.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55078,NIFTY 17 Nov 2022 CE 18250.00,XX,17-11-2022 14:30,CE,18250, ,NIFTY,NIFTY 17 Nov 2022 CE 18250.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55082,NIFTY 17 Nov 2022 PE 18250.00,XX,17-11-2022 14:30,PE,18250, ,NIFTY,NIFTY 17 Nov 2022 PE 18250.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55083,NIFTY 17 Nov 2022 CE 18300.00,XX,17-11-2022 14:30,CE,18300, ,NIFTY,NIFTY 17 Nov 2022 CE 18300.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55099,NIFTY 17 Nov 2022 PE 18300.00,XX,17-11-2022 14:30,PE,18300, ,NIFTY,NIFTY 17 Nov 2022 PE 18300.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55102,NIFTY 17 Nov 2022 CE 18350.00,XX,17-11-2022 14:30,CE,18350, ,NIFTY,NIFTY 17 Nov 2022 CE 18350.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55345,NIFTY 17 Nov 2022 CE 18850.00,XX,17-11-2022 14:30,CE,18850, ,NIFTY,NIFTY 17 Nov 2022 CE 18850.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55346,NIFTY 17 Nov 2022 PE 18850.00,XX,17-11-2022 14:30,PE,18850, ,NIFTY,NIFTY 17 Nov 2022 PE 18850.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55348,NIFTY 17 Nov 2022 CE 18900.00,XX,17-11-2022 14:30,CE,18900, ,NIFTY,NIFTY 17 Nov 2022 CE 18900.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55349,NIFTY 17 Nov 2022 PE 18900.00,XX,17-11-2022 14:30,PE,18900, ,NIFTY,NIFTY 17 Nov 2022 PE 18900.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55350,NIFTY 17 Nov 2022 CE 18950.00,XX,17-11-2022 14:30,CE,18950, ,NIFTY,NIFTY 17 Nov 2022 CE 18950.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55351,NIFTY 17 Nov 2022 PE 18950.00,XX,17-11-2022 14:30,PE,18950, ,NIFTY,NIFTY 17 Nov 2022 PE 18950.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55352,NIFTY 17 Nov 2022 CE 19000.00,XX,17-11-2022 14:30,CE,19000, ,NIFTY,NIFTY 17 Nov 2022 CE 19000.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55353,NIFTY 17 Nov 2022 PE 19000.00,XX,17-11-2022 14:30,PE,19000, ,NIFTY,NIFTY 17 Nov 2022 PE 19000.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55354,NIFTY 17 Nov 2022 CE 19050.00,XX,17-11-2022 14:30,CE,19050, ,NIFTY,NIFTY 17 Nov 2022 CE 19050.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55458,NIFTY 27 Oct 2022 CE 20850.00,XX,27-10-2022 14:30,CE,20850, ,NIFTY,NIFTY 27 Oct 2022 CE 20850.00,50,Y,2800,1,27-Oct-22,NIFTY,0.05
N,D,55502,NIFTY 17 Nov 2022 PE 19350.00,XX,17-11-2022 14:30,PE,19350, ,NIFTY,NIFTY 17 Nov 2022 PE 19350.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55505,NIFTY 17 Nov 2022 CE 19400.00,XX,17-11-2022 14:30,CE,19400, ,NIFTY,NIFTY 17 Nov 2022 CE 19400.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55713,NIFTY 17 Nov 2022 CE 19750.00,XX,17-11-2022 14:30,CE,19750, ,NIFTY,NIFTY 17 Nov 2022 CE 19750.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55726,NIFTY 17 Nov 2022 PE 19750.00,XX,17-11-2022 14:30,PE,19750, ,NIFTY,NIFTY 17 Nov 2022 PE 19750.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55727,NIFTY 17 Nov 2022 CE 19800.00,XX,17-11-2022 14:30,CE,19800, ,NIFTY,NIFTY 17 Nov 2022 CE 19800.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55728,NIFTY 17 Nov 2022 PE 19800.00,XX,17-11-2022 14:30,PE,19800, ,NIFTY,NIFTY 17 Nov 2022 PE 19800.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55729,NIFTY 17 Nov 2022 CE 19850.00,XX,17-11-2022 14:30,CE,19850, ,NIFTY,NIFTY 17 Nov 2022 CE 19850.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55738,NIFTY 17 Nov 2022 PE 19850.00,XX,17-11-2022 14:30,PE,19850, ,NIFTY,NIFTY 17 Nov 2022 PE 19850.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55739,NIFTY 17 Nov 2022 CE 19900.00,XX,17-11-2022 14:30,CE,19900, ,NIFTY,NIFTY 17 Nov 2022 CE 19900.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55740,NIFTY 17 Nov 2022 PE 19900.00,XX,17-11-2022 14:30,PE,19900, ,NIFTY,NIFTY 17 Nov 2022 PE 19900.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55741,NIFTY 17 Nov 2022 CE 19950.00,XX,17-11-2022 14:30,CE,19950, ,NIFTY,NIFTY 17 Nov 2022 CE 19950.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55742,NIFTY 17 Nov 2022 PE 19950.00,XX,17-11-2022 14:30,PE,19950, ,NIFTY,NIFTY 17 Nov 2022 PE 19950.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55743,NIFTY 17 Nov 2022 CE 20000.00,XX,17-11-2022 14:30,CE,20000, ,NIFTY,NIFTY 17 Nov 2022 CE 20000.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55744,NIFTY 17 Nov 2022 PE 20000.00,XX,17-11-2022 14:30,PE,20000, ,NIFTY,NIFTY 17 Nov 2022 PE 20000.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55745,NIFTY 17 Nov 2022 CE 20050.00,XX,17-11-2022 14:30,CE,20050, ,NIFTY,NIFTY 17 Nov 2022 CE 20050.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55746,NIFTY 17 Nov 2022 PE 20050.00,XX,17-11-2022 14:30,PE,20050, ,NIFTY,NIFTY 17 Nov 2022 PE 20050.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55747,NIFTY 17 Nov 2022 CE 20100.00,XX,17-11-2022 14:30,CE,20100, ,NIFTY,NIFTY 17 Nov 2022 CE 20100.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55748,NIFTY 17 Nov 2022 PE 20100.00,XX,17-11-2022 14:30,PE,20100, ,NIFTY,NIFTY 17 Nov 2022 PE 20100.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,55749,NIFTY 17 Nov 2022 CE 20150.00,XX,17-11-2022 14:30,CE,20150, ,NIFTY,NIFTY 17 Nov 2022 CE 20150.00,50,Y,2800,1,17-Nov-22,NIFTY,0.05
N,D,57437,NIFTY 27 Oct 2022 CE 13950.00,XX,27-10-2022 14:30,CE,13950, ,NIFTY,NIFTY 27 Oct 2022 CE 13950.00,50,Y,2800,1,27-Oct-22,NIFTY,0.05
N,D,59235,NIFTY 20 Oct 2022 PE 15200.00,XX,20-10-2022 14:30,PE,15200, ,NIFTY,NIFTY 20 Oct 2022 PE 15200.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59236,NIFTY 20 Oct 2022 CE 15250.00,XX,20-10-2022 14:30,CE,15250, ,NIFTY,NIFTY 20 Oct 2022 CE 15250.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59237,NIFTY 20 Oct 2022 PE 15250.00,XX,20-10-2022 14:30,PE,15250, ,NIFTY,NIFTY 20 Oct 2022 PE 15250.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59238,NIFTY 20 Oct 2022 CE 15300.00,XX,20-10-2022 14:30,CE,15300, ,NIFTY,NIFTY 20 Oct 2022 CE 15300.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59239,NIFTY 20 Oct 2022 PE 15300.00,XX,20-10-2022 14:30,PE,15300, ,NIFTY,NIFTY 20 Oct 2022 PE 15300.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59240,NIFTY 20 Oct 2022 CE 15350.00,XX,20-10-2022 14:30,CE,15350, ,NIFTY,NIFTY 20 Oct 2022 CE 15350.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59241,NIFTY 20 Oct 2022 PE 15350.00,XX,20-10-2022 14:30,PE,15350, ,NIFTY,NIFTY 20 Oct 2022 PE 15350.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59242,NIFTY 20 Oct 2022 CE 15400.00,XX,20-10-2022 14:30,CE,15400, ,NIFTY,NIFTY 20 Oct 2022 CE 15400.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59243,NIFTY 20 Oct 2022 PE 15400.00,XX,20-10-2022 14:30,PE,15400, ,NIFTY,NIFTY 20 Oct 2022 PE 15400.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59244,NIFTY 20 Oct 2022 CE 15450.00,XX,20-10-2022 14:30,CE,15450, ,NIFTY,NIFTY 20 Oct 2022 CE 15450.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59245,NIFTY 20 Oct 2022 PE 15450.00,XX,20-10-2022 14:30,PE,15450, ,NIFTY,NIFTY 20 Oct 2022 PE 15450.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59246,NIFTY 20 Oct 2022 CE 15500.00,XX,20-10-2022 14:30,CE,15500, ,NIFTY,NIFTY 20 Oct 2022 CE 15500.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59247,NIFTY 20 Oct 2022 PE 15500.00,XX,20-10-2022 14:30,PE,15500, ,NIFTY,NIFTY 20 Oct 2022 PE 15500.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59248,NIFTY 20 Oct 2022 CE 15550.00,XX,20-10-2022 14:30,CE,15550, ,NIFTY,NIFTY 20 Oct 2022 CE 15550.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59249,NIFTY 20 Oct 2022 PE 15550.00,XX,20-10-2022 14:30,PE,15550, ,NIFTY,NIFTY 20 Oct 2022 PE 15550.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59250,NIFTY 20 Oct 2022 CE 15600.00,XX,20-10-2022 14:30,CE,15600, ,NIFTY,NIFTY 20 Oct 2022 CE 15600.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59251,NIFTY 20 Oct 2022 PE 15600.00,XX,20-10-2022 14:30,PE,15600, ,NIFTY,NIFTY 20 Oct 2022 PE 15600.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59252,NIFTY 20 Oct 2022 CE 15650.00,XX,20-10-2022 14:30,CE,15650, ,NIFTY,NIFTY 20 Oct 2022 CE 15650.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59253,NIFTY 20 Oct 2022 PE 15650.00,XX,20-10-2022 14:30,PE,15650, ,NIFTY,NIFTY 20 Oct 2022 PE 15650.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59254,NIFTY 20 Oct 2022 CE 15700.00,XX,20-10-2022 14:30,CE,15700, ,NIFTY,NIFTY 20 Oct 2022 CE 15700.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59255,NIFTY 20 Oct 2022 PE 15700.00,XX,20-10-2022 14:30,PE,15700, ,NIFTY,NIFTY 20 Oct 2022 PE 15700.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59256,NIFTY 20 Oct 2022 CE 15750.00,XX,20-10-2022 14:30,CE,15750, ,NIFTY,NIFTY 20 Oct 2022 CE 15750.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59257,NIFTY 20 Oct 2022 PE 15750.00,XX,20-10-2022 14:30,PE,15750, ,NIFTY,NIFTY 20 Oct 2022 PE 15750.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59258,NIFTY 20 Oct 2022 CE 15800.00,XX,20-10-2022 14:30,CE,15800, ,NIFTY,NIFTY 20 Oct 2022 CE 15800.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59259,NIFTY 20 Oct 2022 PE 15800.00,XX,20-10-2022 14:30,PE,15800, ,NIFTY,NIFTY 20 Oct 2022 PE 15800.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59260,NIFTY 20 Oct 2022 CE 15850.00,XX,20-10-2022 14:30,CE,15850, ,NIFTY,NIFTY 20 Oct 2022 CE 15850.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59261,NIFTY 20 Oct 2022 PE 15850.00,XX,20-10-2022 14:30,PE,15850, ,NIFTY,NIFTY 20 Oct 2022 PE 15850.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59262,NIFTY 20 Oct 2022 CE 15900.00,XX,20-10-2022 14:30,CE,15900, ,NIFTY,NIFTY 20 Oct 2022 CE 15900.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59263,NIFTY 20 Oct 2022 PE 15900.00,XX,20-10-2022 14:30,PE,15900, ,NIFTY,NIFTY 20 Oct 2022 PE 15900.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59264,NIFTY 20 Oct 2022 CE 15950.00,XX,20-10-2022 14:30,CE,15950, ,NIFTY,NIFTY 20 Oct 2022 CE 15950.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59265,NIFTY 20 Oct 2022 PE 15950.00,XX,20-10-2022 14:30,PE,15950, ,NIFTY,NIFTY 20 Oct 2022 PE 15950.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59266,NIFTY 20 Oct 2022 CE 16000.00,XX,20-10-2022 14:30,CE,16000, ,NIFTY,NIFTY 20 Oct 2022 CE 16000.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59267,NIFTY 20 Oct 2022 PE 16000.00,XX,20-10-2022 14:30,PE,16000, ,NIFTY,NIFTY 20 Oct 2022 PE 16000.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59268,NIFTY 20 Oct 2022 CE 16050.00,XX,20-10-2022 14:30,CE,16050, ,NIFTY,NIFTY 20 Oct 2022 CE 16050.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59269,NIFTY 20 Oct 2022 PE 16050.00,XX,20-10-2022 14:30,PE,16050, ,NIFTY,NIFTY 20 Oct 2022 PE 16050.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59270,NIFTY 20 Oct 2022 CE 16100.00,XX,20-10-2022 14:30,CE,16100, ,NIFTY,NIFTY 20 Oct 2022 CE 16100.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59271,NIFTY 20 Oct 2022 PE 16100.00,XX,20-10-2022 14:30,PE,16100, ,NIFTY,NIFTY 20 Oct 2022 PE 16100.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59272,NIFTY 20 Oct 2022 CE 16150.00,XX,20-10-2022 14:30,CE,16150, ,NIFTY,NIFTY 20 Oct 2022 CE 16150.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59273,NIFTY 20 Oct 2022 PE 16150.00,XX,20-10-2022 14:30,PE,16150, ,NIFTY,NIFTY 20 Oct 2022 PE 16150.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59274,NIFTY 20 Oct 2022 CE 16200.00,XX,20-10-2022 14:30,CE,16200, ,NIFTY,NIFTY 20 Oct 2022 CE 16200.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59275,NIFTY 20 Oct 2022 PE 16200.00,XX,20-10-2022 14:30,PE,16200, ,NIFTY,NIFTY 20 Oct 2022 PE 16200.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59276,NIFTY 20 Oct 2022 CE 16250.00,XX,20-10-2022 14:30,CE,16250, ,NIFTY,NIFTY 20 Oct 2022 CE 16250.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59277,NIFTY 20 Oct 2022 PE 16250.00,XX,20-10-2022 14:30,PE,16250, ,NIFTY,NIFTY 20 Oct 2022 PE 16250.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59278,NIFTY 20 Oct 2022 CE 16300.00,XX,20-10-2022 14:30,CE,16300, ,NIFTY,NIFTY 20 Oct 2022 CE 16300.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59279,NIFTY 20 Oct 2022 PE 16300.00,XX,20-10-2022 14:30,PE,16300, ,NIFTY,NIFTY 20 Oct 2022 PE 16300.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59280,NIFTY 20 Oct 2022 CE 16350.00,XX,20-10-2022 14:30,CE,16350, ,NIFTY,NIFTY 20 Oct 2022 CE 16350.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59281,NIFTY 20 Oct 2022 PE 16350.00,XX,20-10-2022 14:30,PE,16350, ,NIFTY,NIFTY 20 Oct 2022 PE 16350.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59282,NIFTY 20 Oct 2022 CE 16400.00,XX,20-10-2022 14:30,CE,16400, ,NIFTY,NIFTY 20 Oct 2022 CE 16400.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59283,NIFTY 20 Oct 2022 PE 16400.00,XX,20-10-2022 14:30,PE,16400, ,NIFTY,NIFTY 20 Oct 2022 PE 16400.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59284,NIFTY 20 Oct 2022 CE 16450.00,XX,20-10-2022 14:30,CE,16450, ,NIFTY,NIFTY 20 Oct 2022 CE 16450.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59285,NIFTY 20 Oct 2022 PE 16450.00,XX,20-10-2022 14:30,PE,16450, ,NIFTY,NIFTY 20 Oct 2022 PE 16450.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59286,NIFTY 20 Oct 2022 CE 16500.00,XX,20-10-2022 14:30,CE,16500, ,NIFTY,NIFTY 20 Oct 2022 CE 16500.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59287,NIFTY 20 Oct 2022 PE 16500.00,XX,20-10-2022 14:30,PE,16500, ,NIFTY,NIFTY 20 Oct 2022 PE 16500.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59288,NIFTY 20 Oct 2022 CE 16550.00,XX,20-10-2022 14:30,CE,16550, ,NIFTY,NIFTY 20 Oct 2022 CE 16550.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59289,NIFTY 20 Oct 2022 PE 16550.00,XX,20-10-2022 14:30,PE,16550, ,NIFTY,NIFTY 20 Oct 2022 PE 16550.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59290,NIFTY 20 Oct 2022 CE 16600.00,XX,20-10-2022 14:30,CE,16600, ,NIFTY,NIFTY 20 Oct 2022 CE 16600.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59291,NIFTY 20 Oct 2022 PE 16600.00,XX,20-10-2022 14:30,PE,16600, ,NIFTY,NIFTY 20 Oct 2022 PE 16600.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59292,NIFTY 20 Oct 2022 CE 16650.00,XX,20-10-2022 14:30,CE,16650, ,NIFTY,NIFTY 20 Oct 2022 CE 16650.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59293,NIFTY 20 Oct 2022 PE 16650.00,XX,20-10-2022 14:30,PE,16650, ,NIFTY,NIFTY 20 Oct 2022 PE 16650.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59294,NIFTY 20 Oct 2022 CE 16700.00,XX,20-10-2022 14:30,CE,16700, ,NIFTY,NIFTY 20 Oct 2022 CE 16700.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59295,NIFTY 20 Oct 2022 PE 16700.00,XX,20-10-2022 14:30,PE,16700, ,NIFTY,NIFTY 20 Oct 2022 PE 16700.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59296,NIFTY 20 Oct 2022 CE 16750.00,XX,20-10-2022 14:30,CE,16750, ,NIFTY,NIFTY 20 Oct 2022 CE 16750.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59297,NIFTY 20 Oct 2022 PE 16750.00,XX,20-10-2022 14:30,PE,16750, ,NIFTY,NIFTY 20 Oct 2022 PE 16750.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59298,NIFTY 20 Oct 2022 CE 16800.00,XX,20-10-2022 14:30,CE,16800, ,NIFTY,NIFTY 20 Oct 2022 CE 16800.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59299,NIFTY 20 Oct 2022 PE 16800.00,XX,20-10-2022 14:30,PE,16800, ,NIFTY,NIFTY 20 Oct 2022 PE 16800.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59300,NIFTY 20 Oct 2022 CE 16850.00,XX,20-10-2022 14:30,CE,16850, ,NIFTY,NIFTY 20 Oct 2022 CE 16850.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59301,NIFTY 20 Oct 2022 PE 16850.00,XX,20-10-2022 14:30,PE,16850, ,NIFTY,NIFTY 20 Oct 2022 PE 16850.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59302,NIFTY 20 Oct 2022 CE 16900.00,XX,20-10-2022 14:30,CE,16900, ,NIFTY,NIFTY 20 Oct 2022 CE 16900.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59303,NIFTY 20 Oct 2022 PE 16900.00,XX,20-10-2022 14:30,PE,16900, ,NIFTY,NIFTY 20 Oct 2022 PE 16900.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59304,NIFTY 20 Oct 2022 CE 16950.00,XX,20-10-2022 14:30,CE,16950, ,NIFTY,NIFTY 20 Oct 2022 CE 16950.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59305,NIFTY 20 Oct 2022 PE 16950.00,XX,20-10-2022 14:30,PE,16950, ,NIFTY,NIFTY 20 Oct 2022 PE 16950.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59306,NIFTY 20 Oct 2022 CE 17000.00,XX,20-10-2022 14:30,CE,17000, ,NIFTY,NIFTY 20 Oct 2022 CE 17000.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59307,NIFTY 20 Oct 2022 PE 17000.00,XX,20-10-2022 14:30,PE,17000, ,NIFTY,NIFTY 20 Oct 2022 PE 17000.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59308,NIFTY 20 Oct 2022 CE 17050.00,XX,20-10-2022 14:30,CE,17050, ,NIFTY,NIFTY 20 Oct 2022 CE 17050.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59309,NIFTY 20 Oct 2022 PE 17050.00,XX,20-10-2022 14:30,PE,17050, ,NIFTY,NIFTY 20 Oct 2022 PE 17050.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59310,NIFTY 20 Oct 2022 CE 17100.00,XX,20-10-2022 14:30,CE,17100, ,NIFTY,NIFTY 20 Oct 2022 CE 17100.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59311,NIFTY 20 Oct 2022 PE 17100.00,XX,20-10-2022 14:30,PE,17100, ,NIFTY,NIFTY 20 Oct 2022 PE 17100.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
N,D,59312,NIFTY 20 Oct 2022 CE 17150.00,XX,20-10-2022 14:30,CE,17150, ,NIFTY,NIFTY 20 Oct 2022 CE 17150.00,50,Y,2800,1,20-Oct-22,NIFTY,0.05
